f1,f2,target
3.745401188473625,8.472365776964198,0.0
9.50714306409916,4.945170437193704,0.0
7.319939418114051,1.9546561063218582,4.805839981278663
5.986584841970366,7.366417866100926,10.545366744291456
1.5601864044243652,4.186781356832957,9.75463030464469
1.5599452033620265,5.946274834524972,9.08729367894479
0.5808361216819946,1.0726529017393882,6.497456527877419
8.661761457749352,6.315839895159923,10.88478739156184
6.011150117432088,3.735504889451243,11.935056962769373
7.080725777960454,3.3418974971849447,12.584953285636434
0.20584494295802447,9.799155787778012,12.643692787731082
9.699098521619943,4.3243064276024725,14.177074839932189
8.324426408004218,6.780383781157342,16.139358963723566
2.1233911067827616,6.277275355738411,13.766271459180503
1.8182496720710062,1.0430355088515764,9.543843290477174
1.8340450985343382,7.479275370643162,9.783697341783434
3.0424224295953772,3.2315920343357654,8.606383574710403
5.247564316322379,7.98939549196735,11.80690286459107
4.319450186421157,6.076407826153824,12.348650768985662
2.9122914019804194,3.1709148995348957,10.531897423463256
6.118528947223795,3.5629296033107094,10.830806975242877
1.3949386065204183,7.315073696663607,11.056962465983064
2.9214464853521815,5.500593151228818,11.033052500569553
3.663618432936917,6.683510406713152,11.838592851251965
4.56069984217036,1.5831832107518828,10.234164370231255
7.851759613930136,7.8697667222841865,13.752664648343996
1.9967378215835974,3.203913189150347,10.96278296634764
5.142344384136116,6.198612671576733,11.851528675825811
5.924145688620425,1.146798252420087,10.830941821377715
0.46450412719997725,3.21420241156967,8.626780012018166
6.075448519014383,6.488672930666418,11.351897171278866
1.7052412368729153,2.742061322902506,9.450303463701934
0.6505159298527952,8.803121967498171,10.185278430371934
9.488855372533333,6.612283994434204,14.340487684433898
9.656320330745594,8.702783932967957,17.769795174391593
8.08397348116461,3.953907022511207,16.87937056110422
3.0461376917337066,0.33985142624675,11.872308073148583
0.9767211400638387,5.761399633551028,10.136058832565544
6.842330265121569,3.391935027253723,10.916473361743543
4.4015249373960135,4.481883759223533,10.807955707654502
1.2203823484477883,6.811102139227488,10.475464626466124
4.951769101112702,7.006646670708717,12.144347180491469
0.34388521115218396,0.27556414865815393,7.951344178247359
9.093204020787821,7.693026728396135,12.8852825742936
2.587799816000169,4.935189149560789,12.29586101828442
6.62522284353982,5.5669877332455,13.636770928821674
